Id	Desc	Name	SceneResource	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	Length	Width	Obstacle	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	SeamlessOffSetX	SeamlessOffsetZ
1140	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1141	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1142	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1143	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1144	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1145	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1146	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1147	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1148	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1149	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1150	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1151	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1152	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1153	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1154	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1155	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1156	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1157	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1158	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1159	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1160	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1161	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1162	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1163	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1164	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1165	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1166	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1167	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1168	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1169	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1170	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1171	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1172	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1173	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1174	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1175	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1176	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1177	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1178	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1179	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1180	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1181	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1182	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1183	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1184	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1185	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1186	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1187	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1188	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1189	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1190	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1191	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1192	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1193	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1194	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1195	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1196	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1197	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1198	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1199	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1200	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1201	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1202	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1203	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1204	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1205	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1206	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1207	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1208	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1209	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1210	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1211	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1212	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1213	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1214	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1215	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1216	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1217	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1218	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1219	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1220	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1221	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1222	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1223	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1224	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1225	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1226	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1227	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1228	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1229	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1230	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1231	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1232	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1233	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1234	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
